"Fecha","Negocio","Producto","Cantidad","Precio","Región","Tipo_Zona","Población","Temporada"
"20/01/2023","Murillo-Caballero Express","Cuadernos","42","220.69","Chiapas","Rural","Rancho Angulo","Festiva"
"15/10/2024","Bueno, Orozco y Vera SA","Cuadernos","36","152.16","Sinaloa","Rural","Rancho Arroyo","Alta"
"04/07/2022","Olivo S.C. SA","Pintura","86","380.9","Durango","Rural","Rancho Arenas","Festiva"
"24/09/2024","Bahena y Gallardo e Hijos SA","Arroz","25","112.28","Nayarit","Periurbano","Col. Boulevard Puebla","Festiva"
"12/02/2025","Club Guzmán, Collado y Ulloa Express","Leche","60","497.81","Chihuahua","Rural","Rancho Torres","Festiva"
"28/07/2023","Gurule, Briseño y Herrera & Hijos","Clavos","75","248.4","Aguascalientes","Rural","Rancho Tamayo","Festiva"
"23/06/2024","Fonseca, Fajardo y Tijerina & Hijos","Clavos","75","142.73","Veracruz de Ignacio de la Llave","Rural","Rancho Murillo","Baja"
"07/12/2022","Roque-Rascón S.A. SA","Arroz","83","17.36","Tamaulipas","Rural","Rancho Henríquez","Festiva"
"29/05/2024","Grupo Tamayo-Valverde SA","Pintura","58","224.35","Querétaro","Urbano","Nueva Etiopía","Alta"
"28/07/2022","Nieto-Chapa SA","Clavos","70","391.58","Nayarit","Periurbano","Col. Peatonal Tello","Baja"
"13/01/2025","Cepeda y Cantú y Asociados SA","Juguetes","60","358.42","Guerrero","Urbano","Vieja Turquía","Festiva"
"09/12/2024","Parra-Villagómez S. R.L. de C.V. & Hijos","Clavos","84","216.83","Campeche","Periurbano","Col. Callejón Guanajuato","Alta"
"26/03/2025","Maldonado-Marroquín S.C. Express","Clavos","49","202.8","Distrito Federal","Rural","Rancho Peres","Alta"
"21/05/2023","Paz y Montemayor S.A. & Hijos","Pintura","55","415.19","Guanajuato","Periurbano","Col. Calzada Maldivas","Festiva"
"22/12/2022","Collado, Laboy y Valles & Hijos","Cuadernos","84","13.86","Guanajuato","Rural","Rancho Acevedo","Festiva"
"18/06/2022","Despacho Olivera-Villalpando & Hijos","Clavos","47","122.21","Baja California","Urbano","Nueva Camerún","Baja"
"07/01/2024","Longoria-Baca A.C. SA","Clavos","82","340.43","Morelos","Urbano","Nueva Bahrein","Baja"
"15/03/2024","Corporacin Sanches, Santacruz y Figueroa & Hijos","Leche","98","108.29","México","Rural","Rancho Rocha","Baja"
"03/01/2023","Angulo S.A. de C.V. & Hijos","Pintura","60","307.94","Morelos","Urbano","Vieja Emiratos Árabes Unidos","Alta"
"18/11/2024","Ochoa y Aragón e Hijos & Hijos","Pintura","79","176.09","Morelos","Periurbano","Col. Boulevard Sur Dávila","Festiva"
"08/03/2023","Rangel S.A. de C.V. Express","Arroz","6","184.89","Distrito Federal","Periurbano","Col. Viaducto Candelaria","Festiva"
"26/06/2024","Club Baeza, Téllez y Anaya SA","Arroz","38","113","Nayarit","Rural","Rancho Bermúdez","Baja"
"13/06/2022","Proyectos Benavides, Valdés y Padrón SA","Pintura","75","490.8","Morelos","Periurbano","Col. Eje vial Zelaya","Baja"
"06/02/2025","Alvarez y Asociados Express","Cuadernos","91","198.29","Chihuahua","Periurbano","Col. Boulevard Tabasco","Festiva"
"22/01/2025","Industrias Alonso, Arriaga y Saavedra Express","Clavos","23","283.7","Tabasco","Urbano","San Marisela los altos","Festiva"
"02/08/2024","Limón y Casillas A.C. SA","Juguetes","34","29.69","Puebla","Urbano","Vieja República Centroafricana","Baja"
"10/10/2024","Corporacin Villareal y Estévez SA","Clavos","50","78.79","Baja California","Rural","Rancho Hidalgo","Baja"
"05/08/2022","Mojica S.A. de C.V. Express","Clavos","27","189.06","Puebla","Rural","Rancho Barela","Alta"
"03/01/2025","Guzmán A.C. & Hijos","Cuadernos","51","320.56","Nayarit","Urbano","San Clemente los altos","Baja"
"05/06/2022","Gamboa-Meza e Hijos SA","Pintura","90","392.09","Coahuila de Zaragoza","Rural","Rancho Olvera","Festiva"
"06/05/2022","Concepción S. R.L. de C.V. & Hijos","Pintura","74","453.01","Colima","Periurbano","Col. Circunvalación Quintana Roo","Baja"
"20/02/2024","Laboratorios Zelaya y Quiñónez Express","Clavos","2","133.89","Guerrero","Urbano","San Ernesto los altos","Festiva"
"18/03/2025","Industrias Valentín y García SA","Juguetes","54","90.61","Hidalgo","Rural","Rancho Mateo","Alta"
"30/06/2024","Carrero, Laboy y Carreón & Hijos","Pintura","79","22.74","Tabasco","Urbano","Nueva República Árabe Siria","Alta"
"07/11/2023","Club Acevedo-Abreu SA","Leche","24","441.83","Nayarit","Rural","Rancho Esquivel","Baja"
"10/07/2023","Club Arevalo-Collazo Express","Arroz","77","222.38","Puebla","Periurbano","Col. Pasaje Munguía","Festiva"
"24/02/2024","Ortiz-Briseño A.C. & Hijos","Cuadernos","73","140.64","Nayarit","Urbano","San Esther los bajos","Festiva"
"30/03/2024","Maya y Carmona y Asociados Express","Pintura","52","157.26","Nuevo León","Periurbano","Col. Boulevard Vigil","Festiva"
"14/04/2022","Grupo Olivárez-Barela SA","Leche","69","218.97","Distrito Federal","Urbano","Vieja Armenia","Festiva"
"17/05/2022","Laboy S.C. Express","Juguetes","61","67.54","Veracruz de Ignacio de la Llave","Periurbano","Col. Ampliación Baja California","Baja"
"26/02/2024","Industrias Matías-Altamirano & Hijos","Arroz","32","466.58","Sonora","Urbano","San María Teresa los bajos","Festiva"
"18/01/2024","Ochoa, Feliciano y Segura SA","Pintura","39","393.47","Nayarit","Urbano","Nueva España","Baja"
"09/01/2025","Ocampo-Vergara S.C. & Hijos","Juguetes","39","139.07","Tamaulipas","Urbano","Nueva Iraq","Alta"
"02/05/2022","Sanches-Cazares SA","Pintura","92","474.69","Baja California Sur","Rural","Rancho Ávalos","Alta"
"30/09/2024","Club Mayorga, Hinojosa y Olivera SA","Clavos","42","31.08","Morelos","Urbano","San Irma los altos","Alta"
"09/02/2024","Canales y Rael S. R.L. de C.V. SA","Clavos","1","351.85","Oaxaca","Urbano","San Gloria de la Montaña","Alta"
"28/09/2023","Yáñez S.C. & Hijos","Cuadernos","8","290.85","Yucatán","Rural","Rancho Cardenas","Alta"
"14/11/2024","de la Crúz S.C. SA","Pintura","17","89.74","Zacatecas","Urbano","San Yolanda los bajos","Baja"
"22/10/2024","Industrias Segovia-Tafoya Express","Clavos","77","187.28","Jalisco","Periurbano","Col. Continuación Côte d'Ivoire","Baja"
"04/05/2022","Laboratorios Saavedra-Alba & Hijos","Leche","32","415.27","Morelos","Periurbano","Col. Ampliación Cotto","Baja"
"08/03/2025","Quintana-Ríos Express","Arroz","80","486.56","Puebla","Periurbano","Col. Prolongación Balderas","Festiva"
"22/10/2022","Anguiano y Tirado e Hijos Express","Juguetes","47","406.52","Distrito Federal","Urbano","Vieja Polonia","Festiva"
"26/05/2023","Concepción-Abreu y Asociados & Hijos","Clavos","34","258.89","Nuevo León","Urbano","San Carmen de la Montaña","Festiva"
"09/02/2023","Barreto y Medrano S.A. de C.V. Express","Juguetes","19","92.65","Chiapas","Urbano","Vieja Islandia","Festiva"
"30/10/2023","Tejada y Quiroz y Asociados Express","Juguetes","23","233.45","Distrito Federal","Rural","Rancho Hinojosa","Baja"
"13/09/2023","Cotto-Haro A.C. SA","Clavos","96","430.12","Jalisco","Urbano","San Victoria de la Montaña","Baja"
"23/06/2024","Sauceda e Hijos Express","Pintura","58","455.79","Distrito Federal","Rural","Rancho Ochoa","Festiva"
"09/07/2023","Ávalos S.C. & Hijos","Clavos","79","284.94","Chihuahua","Urbano","San Guadalupe de la Montaña","Alta"
"01/08/2022","Proyectos Cotto y Sanches & Hijos","Cuadernos","18","395.74","Tamaulipas","Rural","Rancho Vega","Festiva"
"04/07/2024","Ordóñez-Madrid y Asociados SA","Arroz","46","31.91","Baja California","Periurbano","Col. Viaducto Jamaica","Alta"
"04/11/2022","Corporacin Abreu, Montenegro y Garza Express","Juguetes","34","469.56","Chihuahua","Periurbano","Col. Continuación Ayala","Alta"
"17/11/2023","Espinal, Granados y Mireles Express","Pintura","62","118","Colima","Rural","Rancho Porras","Festiva"
"23/11/2024","Corporacin Granado y Paredes & Hijos","Clavos","80","343.75","Querétaro","Periurbano","Col. Corredor Gallardo","Festiva"
"13/01/2025","Gastélum e Hijos & Hijos","Leche","88","401.14","Aguascalientes","Rural","Rancho Rodríguez","Festiva"
"28/09/2022","Rosario-Nevárez S.A. de C.V. SA","Cuadernos","63","73.2","Sinaloa","Periurbano","Col. Diagonal México","Festiva"
"11/02/2025","Ramos-Jaramillo SA","Juguetes","4","368.25","Distrito Federal","Periurbano","Col. Prolongación Azerbaiyán","Alta"
"31/10/2023","Marín, Abrego y Chavarría Express","Clavos","98","183.64","Guerrero","Urbano","San Enrique los bajos","Baja"
"13/11/2024","Tovar, Guzmán y Ledesma SA","Leche","87","133.61","Baja California","Periurbano","Col. Circunvalación Portillo","Baja"
"17/10/2022","Despacho Arroyo, Olivas y Palomo Express","Cuadernos","18","313.01","Yucatán","Rural","Rancho Cavazos","Baja"
"13/12/2022","Industrias Monroy-Soliz Express","Arroz","6","166.51","Oaxaca","Periurbano","Col. Pasaje Tijerina","Alta"
"02/01/2024","Industrias Rivera-Pichardo & Hijos","Clavos","37","486.21","Chiapas","Rural","Rancho Berríos","Festiva"
"18/10/2023","Laboratorios Loera-Rodarte & Hijos","Cuadernos","38","276.81","Quintana Roo","Periurbano","Col. Privada Caballero","Alta"
"04/01/2024","Preciado, Arredondo y Robles & Hijos","Leche","62","83.72","Baja California Sur","Periurbano","Col. Viaducto Japón","Baja"
"20/08/2024","Berríos, Nieves y Alcala SA","Juguetes","15","358.02","Aguascalientes","Periurbano","Col. Callejón Morelos","Baja"
"30/06/2022","Matos y Sotelo e Hijos SA","Cuadernos","58","470.22","Michoacán de Ocampo","Periurbano","Col. Viaducto Suiza","Alta"
"22/01/2025","Acuña-Gaitán & Hijos","Clavos","97","72.52","San Luis Potosí","Urbano","Nueva Perú","Alta"
"06/11/2023","Villaseñor y Flórez e Hijos Express","Juguetes","13","196.35","Morelos","Periurbano","Col. Diagonal Norte Olvera","Alta"
"14/02/2024","Garza-Linares S.A. SA","Leche","77","112.89","Tlaxcala","Periurbano","Col. Pasaje Francia","Alta"
"20/07/2022","Matos-Almonte & Hijos","Cuadernos","16","239.39","Morelos","Urbano","Nueva Belarús","Alta"
"11/01/2025","Corporacin Borrego, Gollum y Jaramillo & Hijos","Leche","29","11.77","Querétaro","Urbano","Nueva Perú","Festiva"
"10/10/2022","Proyectos Garrido, Navarrete y Jiménez Express","Juguetes","8","458.59","Chihuahua","Urbano","San Laura de la Montaña","Alta"
"12/01/2023","Despacho Villareal-Delgadillo Express","Cuadernos","14","173.04","Baja California Sur","Urbano","San Ana de la Montaña","Baja"
"09/09/2022","Despacho Trejo y Cortez Express","Leche","20","308.38","Sinaloa","Urbano","Vieja Mauricio","Baja"
"21/08/2023","Márquez y Quiñónez A.C. Express","Leche","63","156.79","Hidalgo","Rural","Rancho Rael","Alta"
"26/02/2023","Casárez y Madrigal y Asociados & Hijos","Cuadernos","52","475.35","Sinaloa","Rural","Rancho Huerta","Festiva"
"08/05/2022","Olvera, Aponte y Irizarry SA","Leche","7","242.57","Chihuahua","Urbano","San Federico de la Montaña","Festiva"
"20/05/2023","Blanco y Asociados Express","Cuadernos","52","231.57","Yucatán","Periurbano","Col. Prolongación Dominicana","Baja"
"23/12/2024","Mayorga-Rodríguez SA","Clavos","10","60.36","México","Urbano","San Estela los altos","Alta"
"26/05/2023","Palacios S.A. de C.V. Express","Juguetes","71","432.01","Sonora","Urbano","Vieja Santo Tomé y Príncipe","Baja"
"23/08/2022","Lira e Hijos Express","Juguetes","84","123.84","Morelos","Urbano","San Rosa los altos","Festiva"
"03/06/2022","Colunga-Holguín S.A. de C.V. Express","Pintura","10","174.32","Guerrero","Periurbano","Col. Calle Sur Colunga","Festiva"
"08/11/2023","Casárez-Pabón SA","Cuadernos","27","225.94","Tlaxcala","Periurbano","Col. Calle República Unida de Tanzanía","Festiva"
"02/07/2023","Villalobos e Hijos SA","Clavos","45","84.18","Guerrero","Urbano","Nueva Emiratos Árabes Unidos","Alta"
"23/06/2024","Camacho, Ayala y Segura & Hijos","Cuadernos","70","190.86","Tlaxcala","Urbano","San Hermelinda los altos","Festiva"
"30/09/2022","Despacho Beltrán y Montalvo & Hijos","Pintura","59","350.85","Coahuila de Zaragoza","Periurbano","Col. Callejón Tamaulipas","Baja"
"22/12/2022","Corporacin Cabrera, Alcántar y Anaya SA","Pintura","61","96.51","Distrito Federal","Rural","Rancho Chapa","Alta"
"16/08/2022","Rosado y Prado S.A. de C.V. & Hijos","Leche","66","470.29","Querétaro","Rural","Rancho Cervantes","Baja"
"30/03/2024","Ramírez, Guillen y Mireles Express","Leche","85","434.59","Veracruz de Ignacio de la Llave","Rural","Rancho Gurule","Alta"
"08/05/2024","Pacheco S.C. SA","Clavos","34","246.63","Distrito Federal","Urbano","San Gloria de la Montaña","Baja"
"11/11/2023","Partida-Ocampo & Hijos","Clavos","47","212.12","Sinaloa","Urbano","San Raúl los altos","Alta"
"01/08/2022","Segovia-Estrada & Hijos","Juguetes","26","494.42","Guerrero","Rural","Rancho Gallardo","Festiva"
"19/04/2024","Olmos-Villalobos & Hijos","Leche","35","491.45","Michoacán de Ocampo","Urbano","San Victoria los altos","Festiva"
"30/07/2023","Armenta y Maya S. R.L. de C.V. SA","Clavos","78","413.51","Tabasco","Rural","Rancho Salas","Alta"
"23/07/2023","Velásquez, Peralta y Colunga & Hijos","Pintura","48","190.47","Distrito Federal","Periurbano","Col. Diagonal Haití","Baja"
"23/01/2025","Cantú S. R.L. de C.V. Express","Cuadernos","98","199.1","Baja California Sur","Rural","Rancho Cortez","Alta"
"30/12/2023","Gutiérrez-Solorio SA","Juguetes","55","199.5","Sinaloa","Urbano","San Delia de la Montaña","Baja"
"31/07/2024","Grupo Segura y Ornelas Express","Arroz","80","366.96","Campeche","Rural","Rancho Sisneros","Festiva"
"07/02/2023","Despacho Farías y Matías & Hijos","Leche","35","86.3","Puebla","Rural","Rancho Vaca","Baja"
"24/12/2022","Rosado-Nava SA","Cuadernos","42","235.72","Baja California Sur","Rural","Rancho Holguín","Alta"
"04/04/2025","Grupo Cardenas-Solís & Hijos","Clavos","91","31.66","Distrito Federal","Periurbano","Col. Calle Sur Aguirre","Alta"
"10/12/2024","Nieves y Ramos e Hijos Express","Pintura","90","367.68","Chiapas","Periurbano","Col. Continuación Baja California Sur","Alta"
"10/11/2024","Grupo Sáenz y Ponce & Hijos","Cuadernos","55","213.96","Tabasco","Urbano","Vieja Islas Salomón","Festiva"
"27/07/2023","Despacho Alvarez-Verdugo & Hijos","Arroz","18","494.41","Chihuahua","Periurbano","Col. Diagonal Hidalgo","Baja"
"27/07/2024","Arias y Munguía S. R.L. de C.V. Express","Juguetes","66","59.68","Hidalgo","Rural","Rancho Zúñiga","Alta"
"15/05/2023","Heredia-Pulido Express","Arroz","43","56.66","Tamaulipas","Rural","Rancho Villalpando","Alta"
"22/01/2024","Paz-Niño SA","Pintura","2","480.18","Tabasco","Urbano","Vieja Serbia","Alta"
"27/04/2022","Industrias Navarrete y Rivero Express","Arroz","88","305.68","Coahuila de Zaragoza","Rural","Rancho Santillán","Festiva"
"04/05/2022","Soria-Chavarría & Hijos","Leche","76","393.84","San Luis Potosí","Rural","Rancho Bétancourt","Alta"
"03/11/2024","Despacho Ramos, Orozco y Acevedo & Hijos","Juguetes","4","185.23","Durango","Urbano","San Lorena los altos","Festiva"
"28/08/2022","Jaime, Alvarado y Alba & Hijos","Pintura","84","286","San Luis Potosí","Periurbano","Col. Diagonal Nayarit","Festiva"
"13/06/2023","Proyectos Angulo y Cano SA","Cuadernos","77","315.82","Campeche","Urbano","San Mónica los bajos","Baja"
"11/02/2024","Laboratorios de la Crúz-Murillo Express","Arroz","33","238.05","Quintana Roo","Urbano","Nueva Finlandia","Festiva"
"10/04/2024","Corporacin Valles y Nava Express","Clavos","67","200.56","Durango","Rural","Rancho Olvera","Alta"
"05/04/2025","Macías-Hernádez S.A. de C.V. Express","Clavos","5","485.78","Baja California Sur","Periurbano","Col. Retorno Indonesia","Alta"
"19/05/2023","Leiva-Espinosa S.C. SA","Arroz","95","456.11","Hidalgo","Urbano","San Zoé los bajos","Alta"
"18/06/2024","Despacho Mayorga-Campos & Hijos","Arroz","41","394.08","Chiapas","Periurbano","Col. Viaducto Burkina Faso","Alta"
"06/04/2025","Club Badillo-Orellana SA","Leche","85","332.72","Quintana Roo","Periurbano","Col. Viaducto Sur Sisneros","Festiva"
"26/07/2023","Carrera-Guerra SA","Juguetes","92","436.61","Querétaro","Rural","Rancho Calderón","Baja"
"22/11/2024","Montez y Padrón y Asociados & Hijos","Pintura","47","496.45","Morelos","Rural","Rancho Godínez","Baja"
"04/09/2024","Laboratorios Barrera, Lovato y Villaseñor Express","Leche","31","403.52","Oaxaca","Periurbano","Col. Periférico Peres","Baja"
"12/04/2024","Laboratorios Sanches-Gamboa Express","Cuadernos","28","60.28","Sonora","Periurbano","Col. Callejón Camerún","Festiva"
"16/11/2023","Muñiz A.C. & Hijos","Arroz","23","225.98","Yucatán","Rural","Rancho Verduzco","Alta"
"09/02/2024","Olivas S.A. de C.V. SA","Clavos","32","301.54","Yucatán","Rural","Rancho Lucio","Festiva"
"18/02/2023","Corporacin Escobar-Quiroz SA","Pintura","90","298.57","Veracruz de Ignacio de la Llave","Urbano","San Zeferino los altos","Festiva"
"13/03/2025","Villaseñor, Nájera y Villalobos SA","Pintura","32","249","Guerrero","Rural","Rancho Zapata","Baja"
"21/08/2024","Industrias Huerta, Caldera y Armenta SA","Pintura","64","147.94","Jalisco","Periurbano","Col. Calzada Tlaxcala","Alta"
"15/12/2022","Medrano S.A. de C.V. SA","Pintura","8","118.66","Baja California Sur","Periurbano","Col. Ampliación Sur Posada","Baja"
"31/12/2024","Corporacin Reyes, Arevalo y Chapa & Hijos","Pintura","3","418.88","Sinaloa","Urbano","Nueva Polonia","Festiva"
"10/11/2024","Quintero, Ochoa y Leal & Hijos","Arroz","12","396.33","San Luis Potosí","Rural","Rancho Linares","Baja"
"27/09/2023","Centeno-Burgos & Hijos","Pintura","2","317.13","Yucatán","Rural","Rancho Fernández","Alta"
"24/04/2022","Mares, Yáñez y Soliz Express","Clavos","49","151.09","Chihuahua","Rural","Rancho Ontiveros","Baja"
"02/10/2023","Industrias Espinosa-Griego & Hijos","Pintura","79","336.41","Puebla","Rural","Rancho Ruelas","Festiva"
"21/06/2024","Bernal A.C. Express","Cuadernos","99","219.87","Morelos","Rural","Rancho Moreno","Festiva"
"31/01/2025","Rael-Rascón y Asociados SA","Cuadernos","62","248.31","Nuevo León","Rural","Rancho Salinas","Baja"
"31/10/2024","Chavarría S.A. de C.V. & Hijos","Juguetes","89","224.46","Puebla","Periurbano","Col. Callejón Michoacán de Ocampo","Festiva"
"20/01/2025","Club Gálvez, Muro y de León Express","Juguetes","50","317.58","Sonora","Urbano","Vieja Alemania","Festiva"
"12/05/2023","Aguilera-Espino S.A. de C.V. & Hijos","Cuadernos","82","144.18","Baja California Sur","Periurbano","Col. Continuación Limón","Alta"
"31/12/2023","Solorzano y Luna y Asociados Express","Juguetes","66","406.84","Jalisco","Periurbano","Col. Eje vial Norte Olivera","Alta"
"03/04/2023","Grupo Rivera y Valenzuela SA","Clavos","89","405.65","Zacatecas","Periurbano","Col. Prolongación Michoacán de Ocampo","Festiva"
"28/09/2023","Club Guardado-Hernandes SA","Clavos","29","208.35","Campeche","Urbano","Nueva Federación de Rusia","Festiva"
"28/08/2023","Rangel, Crespo y Núñez & Hijos","Cuadernos","30","156.22","Michoacán de Ocampo","Urbano","Vieja Benin","Alta"
"28/04/2023","Rangel y Matías S.C. & Hijos","Leche","26","24.82","Querétaro","Periurbano","Col. Circunvalación Tlaxcala","Alta"
"15/06/2024","Ortega-Orozco SA","Leche","67","247.62","Hidalgo","Rural","Rancho Laureano","Alta"
"20/01/2025","Galarza-Guajardo S.C. & Hijos","Pintura","64","211.79","Baja California Sur","Periurbano","Col. Avenida Libia","Festiva"
"08/01/2023","Amador-Meraz & Hijos","Arroz","82","475.35","Hidalgo","Periurbano","Col. Boulevard Suiza","Alta"
"15/10/2024","Grupo Sanches-Ocasio SA","Cuadernos","4","384.06","Durango","Periurbano","Col. Diagonal México","Baja"
"15/03/2024","Lugo-Casillas Express","Arroz","61","340.42","Morelos","Periurbano","Col. Circuito Luxemburgo","Baja"
"22/03/2024","Heredia S.C. SA","Juguetes","90","316.68","Veracruz de Ignacio de la Llave","Urbano","San Cornelio los bajos","Festiva"
"22/10/2024","Industrias de León, Granados y Quiñones Express","Clavos","70","64.58","Aguascalientes","Periurbano","Col. Eje vial Coronado","Festiva"
"05/05/2023","Industrias Prieto-Vázquez Express","Cuadernos","91","325.65","Michoacán de Ocampo","Urbano","Nueva Mali","Alta"
"25/10/2023","Corporacin Cadena-Vergara Express","Pintura","55","62.97","Yucatán","Periurbano","Col. Avenida Turkmenistán","Baja"
"12/03/2025","Grupo Jasso y Melgar SA","Clavos","67","306.1","Colima","Rural","Rancho Zayas","Baja"
"14/06/2023","Gollum S.A. Express","Juguetes","75","452.9","Baja California","Rural","Rancho de Anda","Baja"
"20/01/2024","Armenta S.A. SA","Leche","91","56.4","Oaxaca","Rural","Rancho Adame","Alta"
"27/07/2022","Ávila y Rincón A.C. SA","Juguetes","44","429.08","Distrito Federal","Urbano","Nueva Italia","Festiva"
"11/09/2023","Proyectos Brito, Urrutia y Serrano Express","Juguetes","76","298.07","San Luis Potosí","Urbano","San Luisa de la Montaña","Festiva"
"28/08/2023","Abrego y Negrón y Asociados Express","Pintura","98","24.59","Sinaloa","Urbano","Nueva Malawi","Baja"
"28/06/2024","Corporacin Centeno, Villalpando y Madrigal & Hijos","Cuadernos","98","108.99","Hidalgo","Urbano","San Genaro los altos","Baja"
"02/09/2024","Franco, Villalpando y Mojica SA","Cuadernos","77","72.8","Tlaxcala","Urbano","San Ignacio los bajos","Alta"
"23/07/2023","Corporacin Galindo-Olivo Express","Juguetes","100","379.52","Chihuahua","Urbano","Nueva Suecia","Alta"
"26/05/2022","del Río y Nieves S.C. Express","Cuadernos","55","146.42","Sonora","Rural","Rancho López","Baja"
"17/05/2023","Grupo Flórez-Medina Express","Clavos","26","346.05","Veracruz de Ignacio de la Llave","Periurbano","Col. Retorno Chihuahua","Baja"
"21/03/2025","Grupo Osorio-Vélez & Hijos","Leche","78","160.13","Guerrero","Urbano","Nueva Kenya","Baja"
"16/11/2023","Narváez e Hijos SA","Juguetes","2","257.71","Sinaloa","Periurbano","Col. Continuación Aguascalientes","Baja"
"22/05/2023","López, Solano y Gallegos Express","Clavos","24","467.8","Chiapas","Urbano","San Ignacio los altos","Alta"
"09/01/2023","Grupo Vaca y Castañeda SA","Clavos","75","392.25","Baja California Sur","Rural","Rancho Rocha","Alta"
"11/12/2024","Rico-Sauceda y Asociados Express","Clavos","19","394.75","Jalisco","Urbano","Nueva Santa Lucía","Alta"
"08/12/2023","Jáquez e Hijos SA","Arroz","22","228.45","Guerrero","Rural","Rancho Linares","Alta"
"11/12/2023","Alemán-Lemus S.A. & Hijos","Clavos","89","421.87","Baja California","Urbano","Nueva República de Macedonia del Norte","Festiva"
"28/11/2024","Robles y Asociados & Hijos","Pintura","25","364.56","Durango","Periurbano","Col. Periférico Sur Fierro","Baja"
"28/03/2024","Grupo Briones, Zepeda y Orellana & Hijos","Arroz","84","18.94","Querétaro","Urbano","Nueva Camboya","Festiva"
"22/10/2022","Despacho Jaime, Escamilla y Pedroza Express","Juguetes","81","309.83","Tlaxcala","Rural","Rancho Feliciano","Alta"
"25/08/2023","Almanza, Gamez y Negrete SA","Juguetes","62","135.81","Guanajuato","Rural","Rancho Ulloa","Baja"
"21/09/2022","Tirado-Vela e Hijos & Hijos","Arroz","97","283.05","Yucatán","Rural","Rancho Cervántez","Baja"
"07/01/2023","Cervantes y Olivares S.C. SA","Cuadernos","83","352.5","Yucatán","Rural","Rancho Archuleta","Festiva"
"18/09/2024","Lebrón-Benavídez & Hijos","Leche","76","260.84","Aguascalientes","Urbano","Vieja Angola","Baja"
"26/11/2022","Rosas-Rocha S. R.L. de C.V. Express","Leche","26","48.55","Tamaulipas","Rural","Rancho Gaona","Baja"
"14/02/2023","Industrias Villegas-Rosario SA","Arroz","25","188.42","Chiapas","Urbano","Vieja Bosnia y Herzegovina","Alta"
"06/05/2024","Vallejo S.C. SA","Arroz","22","169.13","Querétaro","Urbano","Nueva Tonga","Alta"
"19/07/2024","Hurtado-Vigil S.A. Express","Clavos","16","455.88","Coahuila de Zaragoza","Urbano","San Rosa de la Montaña","Festiva"
"31/01/2024","Zedillo, Munguía y Meléndez SA","Cuadernos","78","115.07","Durango","Periurbano","Col. Eje vial Sur Ramírez","Alta"
"08/12/2024","Ceballos-Nieto e Hijos SA","Juguetes","74","269.21","Distrito Federal","Rural","Rancho Duarte","Festiva"
"24/11/2024","Arce e Hijos & Hijos","Pintura","12","145.23","Tabasco","Rural","Rancho Escamilla","Alta"
"12/05/2022","Grupo Villagómez-Escobedo Express","Juguetes","69","439.31","Campeche","Rural","Rancho Blanco","Baja"
"25/03/2023","Club Franco, Montañez y Ávalos & Hijos","Clavos","83","429.32","Tlaxcala","Urbano","Nueva Kuwait","Alta"
"28/11/2022","Frías, Valdivia y Zamudio Express","Juguetes","34","397.71","Zacatecas","Periurbano","Col. Andador Michoacán de Ocampo","Alta"
"08/03/2025","Pérez S.A. SA","Arroz","25","273.37","San Luis Potosí","Rural","Rancho Collado","Alta"
"20/10/2024","Solano y Asociados SA","Leche","92","135.71","Morelos","Rural","Rancho Cuellar","Alta"
"07/06/2022","Despacho Bonilla, Nevárez y Dueñas & Hijos","Juguetes","39","299.03","Baja California Sur","Urbano","Vieja Perú","Festiva"
"14/08/2023","Cuellar, Segovia y Gutiérrez & Hijos","Pintura","50","495.69","Hidalgo","Urbano","San Mayte de la Montaña","Festiva"
"13/07/2024","Grupo Corona y Feliciano Express","Cuadernos","82","122.07","Oaxaca","Urbano","Vieja Estonia","Festiva"
"11/05/2023","Solorio-Beltrán A.C. & Hijos","Cuadernos","31","498.74","Durango","Rural","Rancho Ríos","Festiva"
"17/03/2024","Fierro-Romo S.A. SA","Pintura","70","463.44","Oaxaca","Rural","Rancho Lara","Baja"
"19/04/2022","Olivo-Flores A.C. Express","Clavos","19","378.46","Jalisco","Urbano","San Amador de la Montaña","Alta"
"09/10/2023","Colón-Malave A.C. Express","Pintura","41","450.73","Coahuila de Zaragoza","Periurbano","Col. Boulevard Collazo","Festiva"
"16/06/2022","Proyectos Merino, Oquendo y Valencia SA","Clavos","79","182","Michoacán de Ocampo","Periurbano","Col. Avenida Morelos","Festiva"
"28/10/2023","Montenegro y Mesa S.A. SA","Leche","75","432.82","Zacatecas","Urbano","Vieja Omán","Festiva"
"19/04/2023","Club Saavedra y Sánchez & Hijos","Arroz","41","233.59","Oaxaca","Periurbano","Col. Retorno Libia","Baja"
"12/12/2023","Laboratorios Hernandes, Guajardo y Negrete SA","Pintura","62","121.01","Zacatecas","Rural","Rancho Granado","Festiva"
"22/06/2023","Zaragoza y Santana S. R.L. de C.V. SA","Pintura","32","306.05","Puebla","Periurbano","Col. Pasaje Panamá","Baja"
"21/03/2025","Proyectos Lovato, Gallardo y Gurule & Hijos","Pintura","59","191.72","Baja California Sur","Urbano","Nueva Grecia","Baja"
"01/09/2024","Marroquín, Saldaña y Quiñónez Express","Cuadernos","1","252.24","Tamaulipas","Urbano","Nueva Japón","Festiva"
"26/06/2023","Leiva y Asociados & Hijos","Clavos","88","157.18","Chiapas","Periurbano","Col. Pasaje Serbia","Alta"
